date,ticker,direction,entry_price,stop_price,take_profit_price,exit_price,exit_type,atr_multiplier,shares,gross_pnl,costs,net_pnl,capital_after
2011-09-15,GETINGE_5_min,long,150.714142,145.5743997857143,160.99362642857145,153.769824,eod,1.0,188.2658806270638,575.2806626462658,34.394365197486565,540.8862974487793,97304.69571430834
2011-09-22,GETINGE_5_min,short,148.052741,153.1291165,137.89998999999997,146.081333,eod,1.0,191.68143829058374,377.88232089756247,33.82802541275339,344.0542954848091,97648.75000979315
2011-09-26,GETINGE_5_min,long,142.532798,137.24520014285716,153.10799371428573,146.672755,eod,1.0,184.6750691864405,764.5468454038852,32.045433305626666,732.5014120982585,98381.2514218914
2011-09-27,GETINGE_5_min,short,148.052741,153.51635742857144,137.12550814285711,149.235586,eod,1.0,180.06617541344298,-212.9903752569166,32.118943222770596,-245.1093184796872,98136.14210341171
2011-09-30,GETINGE_5_min,short,150.615571,155.86092442857142,140.12486414285712,147.8556,eod,1.0,187.09157245508808,516.3673143204379,33.50486442894089,482.862449891497,98619.00455330321
2011-10-04,GETINGE_5_min,short,153.375542,158.98701414285713,142.15259771428572,148.348452,eod,1.0,175.7453339206819,883.4876106993185,31.815950446447093,851.6716602528713,99470.67621355609
2011-10-13,GETINGE_5_min,long,154.262676,148.510389,165.76725,155.938373,eod,1.0,172.9237018485972,289.7677284165912,32.184668226238855,257.58306019035234,99728.25927374644
2011-10-17,GETINGE_5_min,long,162.444019,157.0296877142857,173.2726815714286,157.0296877142857,stop,1.0,184.1931237877506,-997.2825927374645,35.30691600465357,-1032.5895087421181,98695.66976500432
2011-10-24,GETINGE_5_min,short,163.134012,168.0414097857143,153.31921642857142,164.612568,eod,1.0,201.11609874445648,-297.3614144952081,39.54906812786274,-336.91048262307083,98358.75928238124
2011-10-26,GETINGE_5_min,long,164.612568,160.05720742857145,173.72328914285714,163.331153,eod,1.0,215.918713217329,-276.6814778973858,42.48551174761365,-319.16698964499943,98039.59229273624
2011-10-27,GETINGE_5_min,long,167.372539,162.88758585714285,176.34244528571426,168.062532,eod,1.0,218.59669247353648,150.83018762989622,43.994998236135515,106.8351893937607,98146.42748213
2011-11-01,GETINGE_5_min,long,164.415427,160.28251107142856,172.68125885714286,161.754026,eod,1.0,237.47501565088658,-632.0162441282813,46.47425757360967,-678.4905017018909,97467.93698042812
2011-11-02,GETINGE_5_min,long,162.73973,158.34630657142858,171.52657685714286,166.189694,eod,1.0,221.84963176226566,765.3732429930718,43.78372295410449,721.5895200389673,98189.52650046708
2011-11-03,GETINGE_5_min,long,165.302561,160.94434128571427,174.01900042857145,166.189694,eod,1.0,225.29732995932613,199.86869621880817,44.810591972217644,155.05810424659052,98344.58460471367
